strikePrice,expiryDate,underlying,identifier,openInterest,changeinOpenInterest,pchangeinOpenInterest,totalTradedVolume,impliedVolatility,lastPrice,change,pChange,totalBuyQuantity,totalSellQuantity,bidQty,bidprice,askQty,askPrice,underlyingValue
41200,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE41200.00,185295,73386,65.57649518805458,20755937,2.5,0.05,-62.150000000000006,-99.91961414790997,0,873975,0,0.0,215550,0.05,41041
41300,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE41300.00,120707,20578,20.551488579732144,13103342,3.99,0.05,-37.650000000000006,-99.86737400530504,118025,327375,118025,0.05,175,0.1,41041
41400,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE41400.00,85533,-4845,-5.360817898161057,8425539,5.43,0.05,-22.0,-99.77324263038548,0,155175,0,0.0,375,0.05,41041
41500,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE41500.00,103879,-13603,-11.578795049454385,7934094,6.83,0.05,-13.1,-99.61977186311786,0,313025,0,0.0,83550,0.05,41041
41600,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE41600.00,44961,-28704,-38.96558745672979,3517912,8.21,0.05,-7.7,-99.35483870967742,0,110900,0,0.0,55625,0.05,41041
41700,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE41700.00,52067,-1630,-3.035551334338976,2531944,9.56,0.05,-5.05,-99.01960784313727,0,119650,0,0.0,24725,0.05,41041
41800,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE41800.00,47046,12487,36.13241123875112,1713402,10.9,0.05,-3.6,-98.63013698630138,0,200425,0,0.0,167225,0.05,41041
41900,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE41900.00,35188,2733,8.420890463718996,1196709,12.22,0.05,-3.0500000000000003,-98.38709677419355,0,232100,0,0.0,195675,0.05,41041
42000,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE42000.00,152361,3759,2.5295756450115072,2761074,13.53,0.05,-2.7,-98.18181818181819,0,268450,0,0.0,206075,0.05,41041
42100,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE42100.00,19701,6285,46.84704830053667,588276,14.83,0.05,-2.25,-97.82608695652175,0,81125,0,0.0,76725,0.05,41041
42200,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE42200.00,16917,-7461,-30.605463942899334,529090,16.11,0.05,-1.9999999999999998,-97.5609756097561,1500,9250,1500,0.05,5500,0.1,41041
42300,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE42300.00,16764,2518,17.675136880527866,378897,17.39,0.05,-1.8,-97.29729729729729,0,50925,0,0.0,41375,0.05,41041
42400,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE42400.00,12665,-2868,-18.463915534668125,353682,18.65,0.05,-1.65,-97.05882352941177,0,48075,0,0.0,40900,0.05,41041
42500,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE42500.00,65338,5436,9.074822209609028,1188829,19.91,0.05,-1.45,-96.66666666666667,0,187375,0,0.0,154875,0.05,41041
42600,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE42600.00,6207,2153,53.10804144055254,209695,21.15,0.05,-1.4,-96.55172413793103,0,14950,0,0.0,1675,0.05,41041
42700,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE42700.00,5095,698,15.874459858994769,188017,22.39,0.05,-1.2,-96.0,0,7800,0,0.0,3875,0.05,41041
42800,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE42800.00,8707,1716,24.54584465741668,189294,23.62,0.05,-1.0999999999999999,-95.65217391304347,0,33050,0,0.0,27700,0.05,41041
42900,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE42900.00,3055,-418,-12.035704002303484,172318,24.85,0.05,-1.0,-95.23809523809523,0,26825,0,0.0,18450,0.05,41041
43000,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE43000.00,40446,-5467,-11.907302942521726,855055,26.06,0.05,-0.8999999999999999,-94.73684210526315,0,93250,0,0.0,56150,0.05,41041
43100,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE43100.00,5417,3600,198.12878370941112,133312,27.27,0.05,-1.0,-95.23809523809523,3300,13075,3300,0.05,6800,0.1,41041
43200,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE43200.00,6080,3879,176.23807360290778,134174,28.48,0.05,-0.95,-95.0,0,54975,0,0.0,25800,0.05,41041
43300,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE43300.00,5279,2824,115.03054989816701,117671,29.67,0.05,-0.95,-95.0,0,29175,0,0.0,21250,0.05,41041
43400,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE43400.00,3715,1766,90.61056952283222,104587,30.87,0.05,-0.95,-95.0,0,21900,0,0.0,13100,0.05,41041
43500,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE43500.00,4701,-11235,-70.5007530120482,287736,32.05,0.05,-0.7,-93.33333333333333,1550,21700,1550,0.05,1550,0.1,41041
43600,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE43600.00,2417,865,55.73453608247423,91010,33.23,0.05,-0.85,-94.44444444444444,7025,10725,7025,0.05,1800,0.15,41041
44000,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE44000.00,12736,-4259,-25.06031185642836,247782,37.89,0.05,-0.75,-93.75,0,91775,0,0.0,70675,0.05,41041
44500,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE44500.00,1938,-2281,-54.06494429959706,107575,43.61,0.05,-0.7,-93.33333333333333,0,30900,0,0.0,725,0.05,41041
45000,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE45000.00,15572,-917,-5.561283279762265,166862,49.22,0.05,-0.5,-90.9090909090909,0,81550,0,0.0,56425,0.05,41041
45500,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE45500.00,4954,1326,36.54906284454245,63256,54.72,0.05,-0.5,-90.9090909090909,0,46275,0,0.0,1825,0.05,41041
46000,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE46000.00,12940,3649,39.27456678506081,137055,60.12,0.05,-0.5,-90.9090909090909,0,82800,0,0.0,27475,0.05,41041
46500,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE46500.00,27049,-6711,-19.878554502369667,234288,65.44,0.05,-0.35000000000000003,-87.5,0,125700,0,0.0,43025,0.05,41041
47000,06-Apr-2023,BANKNIFTY,OPTIDXBANKNIFTY06-04-2023CE47000.00,5121,1154,29.089992437610285,70900,70.66,0.05,-0.4,-88.8888888888889,475,41375,475,0.05,575,0.15,41041
